Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Mrs. Faith Hopkins,5,Female,Maldives,Tennessee,Kennethmouth,Postgraduate,Low,Kindergarten,"My Family and Community, Numbers Around Us, Exploring the World",Medium,Medium,70,67,91.8,83,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Michael Smith,12,Female,Cuba,Arizona,East Monica,College,Medium,Middle School,"Robotics, Exploring Literature and Writing, Introduction to Physics, Chemistry, and Biology",Medium,Medium,66,72,94.5,97,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.32,No
James Allen,7,Female,Slovakia (Slovak Republic),Delaware,Kiddside,High School,Low,Elementary,"Discovering Nature and Science, Art and Imagination, Stories of the Past",Medium,Low,59,70,89.55,93,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,No
Edward Watson,12,Male,Nepal,Illinois,New Donald,Postgraduate,Low,Middle School,"Introduction to Physics, Chemistry, and Biology, Exploring Literature and Writing, World History",Medium,High,70,67,91.8,73,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Jillian Woodard,11,Female,Iran,Kansas,Richardsonview,High School,Low,Middle School,"Fitness and Health, Coding for Beginners, Exploring the World",High,High,78,64,92.7,69,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.84,No
Jason Pena,6,Female,Denmark,Georgia,Gilbertland,College,Medium,Kindergarten,"Rhythm and Rhyme, My Family and Community, Fun with Letters",High,Medium,69,67,91.35,71,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Jennifer Campbell,10,Male,Mongolia,North Dakota,South Josephtown,Postgraduate,Medium,Elementary,"Stories of the Past, Introduction to Computers, Fun with Languages",Medium,High,81,69,98.55,80,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,Yes
Kelly Phillips,13,Male,Nauru,South Carolina,North Melissafurt,College,Low,Middle School,"Instruments and Composition, Robotics, Coding for Beginners",Medium,Low,83,68,98.55,90,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Michael Curtis,14,Male,Israel,Massachusetts,Port Heather,High School,Low,High School,"Economics, Cultural and Political Geography, Data Science Basics",Low,Medium,55,63,81.45,80,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Mark Lucas,11,Female,Mongolia,Florida,North Dana,College,High,Middle School,"Introduction to Physics, Chemistry, and Biology, Fitness and Health, Coding for Beginners",High,High,85,68,99.45,63,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Carla House,8,Male,Japan,Maryland,Port Paul,High School,Medium,Elementary,"Discovering Nature and Science, Introduction to Computers, Building Math Foundations",Medium,Medium,95,70,105.75,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Lauren Sanchez,6,Male,Gibraltar,California,Lake Brian,College,Medium,Kindergarten,"Play and Learn, Creative Coloring, Numbers Around Us",Medium,Low,51,66,82.35000000000001,92,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Angela Jones,18,Female,Svalbard & Jan Mayen Islands,New Mexico,Crystalborough,High School,Low,High School,"Career Planning, Modern History and Civics, Physics",High,High,78,68,96.3,72,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Eugene Boone,17,Male,Philippines,Utah,Reeseburgh,College,Low,High School,"Web Development, Algebra II, Chemistry",Medium,Low,80,67,96.3,87,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Amy Mitchell MD,9,Female,Dominican Republic,Virginia,Sandersshire,High School,Low,Elementary,"Reading Adventures, Fun with Languages, Art and Imagination",Medium,High,85,69,100.35,77,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,Yes
Kevin Lopez,12,Female,Singapore,Maryland,West Julieborough,College,Medium,Middle School,"Exploring Literature and Writing, Introduction to Physics, Chemistry, and Biology, Algebra Basics",Medium,Low,69,66,90.45,96,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Linda Gonzales,6,Male,Mayotte,Connecticut,East Julie,High School,Low,Kindergarten,"Play and Learn, Rhythm and Rhyme, Numbers Around Us",Medium,Medium,91,68,102.15,94,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Natalie Mcneil,18,Female,Denmark,Idaho,Whitakerport,Postgraduate,Medium,High School,"Data Science Basics, Chemistry, Economics",Low,Medium,77,69,96.75,81,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,Yes
Gerald Perez,17,Male,Costa Rica,Oklahoma,Rosariofort,Postgraduate,Medium,High School,"Physics, Environmental Science, Economics",Medium,Medium,70,70,94.5,88,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,No
Dorothy Stewart,7,Male,Canada,Utah,West Stephanie,College,Medium,Elementary,"Introduction to Computers, Reading Adventures, Fun with Languages",High,High,86,74,105.3,95,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.44,Yes
Roy Mcconnell,6,Female,Fiji,Arkansas,Kevinborough,College,Low,Kindergarten,"Rhythm and Rhyme, My Family and Community, Creative Coloring",High,High,96,70,106.2,80,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Daniel Williams,14,Male,Equatorial Guinea,Kentucky,New Billburgh,Postgraduate,Medium,High School,"SAT/ACT Prep, Physics, Calculus",High,Medium,91,66,100.35,73,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.96,No
Barbara Bailey,15,Female,Liechtenstein,Connecticut,East Madison,College,Low,High School,"Chemistry, Cultural and Political Geography, Biology",High,Medium,97,69,105.75,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,Yes
Kelsey Dyer,6,Male,Vietnam,Hawaii,East William,Postgraduate,Low,Kindergarten,"Numbers Around Us, Rhythm and Rhyme, Fun with Letters",Medium,High,63,64,85.95,69,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
Monique Shelton,12,Male,Somalia,New York,West Joanmouth,High School,Low,Middle School,"Advanced Art Techniques, Fitness and Health, Coding for Beginners",Medium,High,56,62,81.0,76,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.72,No
Susan Hobbs,10,Female,France,Texas,North Melindaberg,High School,Medium,Elementary,"Sports and Games, Fun with Languages, Art and Imagination",Medium,High,77,70,97.65,95,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Gregory Richardson,9,Male,Belgium,Oklahoma,Williamshire,High School,Medium,Elementary,"Building Math Foundations, Reading Adventures, Stories of the Past",Medium,Medium,52,68,84.60000000000001,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Pamela Patel,8,Female,Estonia,North Carolina,Garyberg,College,Medium,Elementary,"Fun with Languages, Art and Imagination, Introduction to Computers",High,Medium,84,65,96.3,76,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Robert Smith,11,Male,Madagascar,Arizona,New Kylehaven,High School,Medium,Middle School,"Robotics, Advanced Art Techniques, Algebra Basics",Medium,High,62,65,86.4,69,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Cody Edwards,8,Female,Portugal,Montana,Port Renee,Postgraduate,High,Elementary,"Building Math Foundations, Art and Imagination, Reading Adventures",High,High,73,71,96.75,74,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,No
Shelby Neal,13,Male,Bulgaria,Pennsylvania,West Kristinbury,High School,Medium,Middle School,"Advanced Art Techniques, Instruments and Composition, World History",Medium,Medium,83,66,96.75,71,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Mario Grant,7,Male,Lao People's Democratic Republic,Kansas,East Markstad,College,Low,Elementary,"Building Math Foundations, Stories of the Past, Fun with Languages",Medium,Medium,74,61,88.2,67,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.66,No
Cynthia Wade,18,Male,Cameroon,Delaware,Port Theresaton,High School,Medium,High School,"Physics, Programming, Trigonometry",High,Medium,62,67,88.2,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Nicholas Williamson,17,Male,Pitcairn Islands,Minnesota,Swansonfurt,College,Low,High School,"Physics, Cultural and Political Geography, Algebra II",High,High,94,65,100.8,70,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Tommy Anderson,16,Female,Mozambique,South Dakota,Jonathanbury,High School,Low,High School,"Physics, Data Science Basics, Geometry",Medium,High,88,65,98.1,78,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Tim Munoz,11,Male,Lithuania,North Dakota,Deborahmouth,High School,Low,Middle School,"Introduction to Physics, Chemistry, and Biology, Exploring the World, Advanced Art Techniques",Medium,High,80,65,94.5,75,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
